Title,Author,Main Genre,Sub Genre,Type,Rating,No. of People rated,Price,Number of Sub-genres
"One Sting Attached (Hindi)/Ishq Baki/इश्क़ बाक़ी: Bichhad Ke Bhi Na Bichhde, Aise Saath Ke Naam/बिछड़ के भी न बिछड़े, ऐसे साथ के नाम",Pankaj Dubey/पंकज दुबे,"Arts, Film & Photography",Theory & Criticism,Paperback,5.0,1.0,6.26,11
IELTS Academic+ General Test: Writing Book by Career Launcher,Career Launcher,"Arts, Film & Photography",Theory & Criticism,Paperback,4.2,78.0,8.49,11
Seneca's Letters from a Stoic,Lucius Annaeus Seneca,"Arts, Film & Photography",Theory & Criticism,Kindle Edition,4.5,4513.0,3.74,11
Ways of Seeing: Based on the BBC Television Series,John Berger,"Arts, Film & Photography",Theory & Criticism,Paperback,4.3,2784.0,58.66,11
Your Brain on Art: How the Arts Transform Us,Susan Magsamen,"Arts, Film & Photography",Theory & Criticism,Kindle Edition,4.5,350.0,17.95,11
Physics Galaxy 2023 : JEE Advanced - Physics - Chapter wise PYQ Analysis by Ashish Arora,Ashish Arora,"Arts, Film & Photography",Theory & Criticism,Paperback,4.3,264.0,11.06,11
Ways of Seeing,John Berger,"Arts, Film & Photography",Theory & Criticism,Mass Market Paperback,4.3,2784.0,17.95,11
"Vincent van Gogh: 1853-1890, Vision and Reality",Ingo F. Walther,"Arts, Film & Photography",Theory & Criticism,Hardcover,4.8,847.0,66.52,11
WABI SABI: JAPANESE WISDOM FOR A PERFECTLY IMPERFECT LIFE,Beth Kempton,"Arts, Film & Photography",Theory & Criticism,Hardcover,4.4,2632.0,23.0,11
"Ethics, Integrity & Aptitude (For Civil Services Examination) 8ed by access",G. Subba Rao  & P N  Roychowdhury,"Arts, Film & Photography",Theory & Criticism,Paperback,4.3,190.0,23.58,11
Lunch with the FT,Lionel Barber,"Arts, Film & Photography",Theory & Criticism,Paperback,4.4,107.0,33.43,11
Mind in Motion: How Action Shapes Thought,Barbara Tversky,"Arts, Film & Photography",Theory & Criticism,Audible Audiobook,4.4,90.0,48.76,11
Naga Identities: Changing Local Cultures in the Northeast of India,Michael Oppitz,"Arts, Film & Photography",Theory & Criticism,Hardcover,3.8,6.0,74.58,11
"Art 101: From Vincent van Gogh to Andy Warhol, Key People, Ideas, and Moments in the History of Art (Adams 101 Series)",Eric Grzymkowski,"Arts, Film & Photography",Theory & Criticism,Kindle Edition,4.4,86.0,31.94,11
LPMC : Create Dangerously (Penguin Modern),Albert Camus,"Arts, Film & Photography",Theory & Criticism,Paperback,4.6,338.0,6.94,11
My Paintings Thoughts Behind Them,Vasudeo Kamath,"Arts, Film & Photography",Theory & Criticism,Paperback,4.5,20.0,7.28,11
Staff Nurse - PSC Question Bank by Sreedevi Santhosh Sreenandhanam,Career Launcher,"Arts, Film & Photography",Theory & Criticism,Paperback,4.5,51.0,16.11,11
CULTURE - A New World History,Martin Puchner,"Arts, Film & Photography",Theory & Criticism,Paperback,4.7,41.0,22.53,11
How to Draw Comics for Beginners: The Ultimate Comic Drawing Guide for Kids and Adults,Cory Carrera,"Arts, Film & Photography",Theory & Criticism,Kindle Edition,3.8,6.0,12.08,11
PHOTOGRAPHY: A VERY SHORT INTRODUCITON: A Very Short Introduction (Very Short Introductions),Steve Edwards,"Arts, Film & Photography",Theory & Criticism,Paperback,4.3,79.0,16.45,11
"Tuesdays With Morrie: An old man, a young man, and life's greatest lesson [Paperback] Albom, Mitch",Mitch Albom,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.6,25023.0,9.56,3
Chautha Ank'Autobiography Ravindra Mahajani चौथा अंक माधवी रवींद्र महाजनी,Madhavi Ravindra Mahajani,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Single Issue Magazine,5.0,6.0,7.91,3
Nenu (Atmakatha in Telugu),Brahmanandam,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.6,131.0,12.57,3
An Uncommon Love: The Early Life of Sudha and Narayana Murthy,Chitra Banerjee Divakaruni,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,4.5,69.0,25.18,3
Chautha Ank [Ravindra Mahajani] - Marathi,Madhavi Ravindra Mahajani,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.7,5.0,9.7,3
Make You Bed,William H. McRaven,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,4.5,20651.0,10.14,3
Wise and Otherwise: A salute to Life [Paperback] Sudha Murty,Murty Sudha,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.6,6717.0,7.91,3
AUTOBIOGRAPHY OF A YOGI,Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.6,11173.0,9.66,3
The Diary of A Young Girl,Anne Frank,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.5,34935.0,5.77,3
"Kitne Ghazi Aye Kitne Ghazi Gaye: A Memoir: A True Life Account of Bravery And Sacrifice of An Army Soldier Who Served India For More Than 40 Years [Hardcover] Dhillon, Lt Gen KJS 'Tiny'",K.J.S. Dhillon,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,4.7,1503.0,15.43,3
The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Audible Audiobook,4.6,17124.0,28.43,3
"Same as Ever: Timeless Lessons on Risk, Opportunity and Living a Good Life",Morgan Housel,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Audible Audiobook,4.4,1473.0,15.67,3
Autobiography of A Yogi (Hindi),Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.6,4553.0,8.69,3
Zero to Billions - The Zerodha Story: An inspiring story on how a startup disrupted the Indian Stock Market (Indian Unicorns),ABHISHEK B,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Kindle Edition,4.3,373.0,2.38,3
Doglapan : The Hard Truth about Life and Start-Ups,ASHNEER GROVER,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,4.3,3090.0,12.32,3
TWELFTH FAIL,Anurag Pathak,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.7,1036.0,6.65,3
World's Greatest Leaders: Biographies of Inspirational Personalities For Kids,Wonder House Books,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.3,3151.0,4.8,3
Why I Killed Gandhi?,Nathuram Godse,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.1,8010.0,7.71,3
Shoe Dog,Phil Knight,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.6,58096.0,15.57,3
"My Inventions, Autobiography of Nikola Tesla",Nikola Tesla,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.5,5111.0,4.8,3
Autobiography of a Yogi,Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Audible Audiobook,4.6,11173.0,54.63,3
"MANY LIVES, MANY MASTERS [Paperback] Weiss, Brian",DR BRIAN WEISS,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.6,12775.0,10.67,3
Borsi Bhar Aanch,Yatish Kumar,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,0.0,0.0,16.98,3
"Three Thousand Stitches: Ordinary People, Extraordinary Lives [Paperback] Murty, Sudha",Murty Sudha,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.6,11049.0,11.16,3
Chanakya Neeti,Acharya Chanakya,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Audible Audiobook,4.4,5634.0,10.92,3
"Why I am an Atheist and Other Works | Letters & Jail Diary of Bhagat Singh on Revolution, Religion & Politics",Bhagat Singh,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.6,6669.0,4.66,3
Autobiography Of A Yogi (Complete Edition),Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,4.7,9948.0,10.58,3
Autobiography of a Yogi in Hindi | Yogi Kathamrit | Ek Yogi Ki Atmakatha | Paramahansa Yogananda Hindi | Yogi Book,Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.6,361.0,4.8,3
Autobiography of A Yogi,Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.6,11173.0,7.71,3
Jaun Elia: Ek Ajab Ghazab Shayar - Hindi,Jaun Elia,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.6,1070.0,6.74,3
"Memory: How to Develop, Train and Use It | Original Edition | Premium Paperback",William Walker Atkinson,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.2,6380.0,5.92,3
The Story of My Experiments With Truth,Mahatma Gandhi,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.5,12116.0,7.23,3
"The Story of My Experiments With Truth: Mahatma Gandhi, An Autobiography (Hindi)",Mahatma Gandhi,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.4,1008.0,8.15,3
How Prime Ministers Decide,Neerja Chowdhury,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,4.4,217.0,36.39,3
One Up on Wall Street: How To Use What You Already Know To Make Money in the Market,Peter Lynch,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Kindle Edition,4.5,11046.0,12.21,3
Jag Badalnara Baap Manus (Dr. Babasaheb Ambedkar),Jagdish Ohol,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,5.0,8.0,16.98,3
Autobiography of a Yogi (Tamil),Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.7,1749.0,9.22,3
"Leaders Eat Last (With a New Chapter): Why Some Teams Pull Together and Others Don't [Paperback] Sinek, Simon",Simon Sinek,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.5,9664.0,19.74,3
Poor Charlie’s Almanack: The Essential Wit and Wisdom of Charles T. Munger,Charles T. Munger,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Audible Audiobook,4.6,509.0,40.56,3
You Are Born to Blossom,DR APJ ABDUL KALAM,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.5,1957.0,9.66,3
Adolf Hitler (Hindi),MAHESH DUTT SHARMA,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Kindle Edition,4.3,300.0,2.5,3
"Here, There and Everywhere",Murty Sudha,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.6,4042.0,7.86,3
AUTOBIOGRAPHY OF A YOGI (HB),YOGANANDA,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.7,677.0,5.29,3
Introducing Buddha: A Graphic Guide (Graphic Guides),Borin Van Loon,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Kindle Edition,3.9,369.0,12.12,3
The Unusual Billionaires,Saurabh Mukherjea,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.5,2236.0,13.15,3
Everything I Know About Love : Now a Major BBC One Series,Dolly Alderton,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.4,24494.0,19.71,3
"Common, yet Uncommon",Sudha Murty,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,4.6,68.0,13.0,3
Apprenticed To A Himalayan Master: A Yog: A Yogi's Autobiography,Sri M,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.7,4404.0,16.21,3
Bravehearts of Bharat : Vignettes from Indian History,Vikram Sampath,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,4.7,611.0,25.28,3
Balidan : Stories of India's Greatest Para Special Forces Operatives,Swapnil Pandey,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,4.7,403.0,9.41,3
Man's Search For Meaning: The classic tribute to hope from the Holocaust,Victor E. Frankl,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.5,84339.0,10.0,3
The Thoughtful Investor,Basant Maheshwari,"Biographies, Diaries & True Accounts",True Accounts,Paperback,3.9,28.0,21.35,3
Lokdeo Nehru : Dinkar Granthmala,Ramdhari Singh Dinkar,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.6,74.0,12.13,3
India’s Most Fearless : True Stories Of Modern Military Heroes | War Stories,Aroor Shiv & Singh Rahul,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.7,3328.0,9.75,3
"Mother I Never Knew, The",Murty Sudha,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.5,2310.0,9.56,3
India Unboxed: 75 Quirky Aspects That Define the Nation,Safir Anand,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.6,10.0,13.34,3
Maine Gandhi Ko Kyon Mara? (Hindi Translation of Why I Killed Gandhi?),Nathuram Godse,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.6,39.0,8.73,3
The Happiest Man on Earth,Eddie Jaku,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.7,15927.0,18.87,3
"""कितने गाजी आए कितने गाजी गए"" Kitne Ghazi Aaye, Kitne Ghazi Gaye (Hindi Version) Book In Hindi",Lt Gen. K.J.S. ‘Tiny’ Dhillon,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.4,58.0,17.47,3
The Night Whispers: An absolutely unputdownable addictive thriller with a shocking twist! (A Slayton Thriller Book 2),Caroline Mitchell,"Biographies, Diaries & True Accounts",True Accounts,Kindle Edition,4.3,2472.0,12.65,3
Daivathinte Charanmar - You Could Be One,JOSEPH ANNAMKUTTY JOSE,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.6,2053.0,10.82,3
Mossad,Michael Bar-Zohar,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.5,9306.0,8.73,3
Mindset - Hindi,Carol S. Dweck,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.4,582.0,13.73,3
India's Most Fearless 3,Rahul Singh,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.8,530.0,9.7,3
Man's Search For Meaning: The classic tribute to hope from the Holocaust,Viktor E Frankl,"Biographies, Diaries & True Accounts",True Accounts,Kindle Edition,4.5,84339.0,7.51,3
India's Most Fearless 2 : More Military Stories of Unimaginable Courage and Sacrifice | Stories of War,Shiv Aroor; Rahul Singh,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.8,2022.0,9.7,3
THE REAL YOGI,GANA,"Biographies, Diaries & True Accounts",True Accounts,Hardcover,4.6,513.0,24.21,3
Best Love Letters of All Time Pocket Classic,Various,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.3,180.0,4.51,3
"Snakes, Drugs and Rock 'n' Roll: My Early Years",Romulus Whitaker,"Biographies, Diaries & True Accounts",True Accounts,Paperback,5.0,2.0,24.21,3
The Day I Stopped Drinking Milk : Life Lessons From Here And There,Sudha Murty,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.4,2902.0,9.41,3
Good Night Stories for Rebel Girls: 100: 100 Tales Of Extraordinary Women,Elena Favilli,"Biographies, Diaries & True Accounts",True Accounts,Hardcover,4.8,68.0,32.99,3
The Midnight Man: A gripping new crime series (A Slayton Thriller Book 1),Caroline Mitchell,"Biographies, Diaries & True Accounts",True Accounts,Kindle Edition,4.3,3905.0,12.65,3
AT THE PLEASURE OF HIS MAJESTY: I.M. Lall and the Case That Shook the Crown,Chander M. Lall,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.9,13.0,10.0,3
"Savarkar: Echoes from a Forgotten Past,",Vikram Sampath,"Biographies, Diaries & True Accounts",True Accounts,Hardcover,4.8,2285.0,35.86,3
Something Happened on the Way to Heaven: 20 Inspiring Real-Life Stories [Paperback] Sudha Murty,Murty Sudha (Ed.),"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.5,2141.0,9.41,3
The Diary of a Young Girl (Hindi),Anne Frank,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.4,1193.0,6.26,3
Savarkar: Ek Bhule-Bisre Ateet Ki Goonj,Vikram Sampath,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.7,617.0,15.28,3
அக்னி-ஸ்ரீ : Agni-Sri(Tamil Edition) (அக்னி-ஸ்ரீ(பாகம்-1)),Priya Jagannathan,"Biographies, Diaries & True Accounts",True Accounts,Kindle Edition,4.7,36.0,26.69,3
Conundrum,Chandrachur Ghose & Anuj Dhar,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.8,2093.0,28.97,3
One Small Mistake: An addictive and heart racing new thriller,Dandy Smith,"Biographies, Diaries & True Accounts",True Accounts,Kindle Edition,4.3,7477.0,12.65,3
அக்னி-ஸ்ரீ(பாகம்-2): Agni-Sree(Tamil Edition) (அக்னி-ஸ்ரீ(பாகம்-1)),ப்ரியா  ஜெகன்நாதன்,"Biographies, Diaries & True Accounts",True Accounts,Kindle Edition,4.6,18.0,29.11,3
The Choice : A true story of hope,Edith Eger,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.7,28713.0,19.75,3
12 years a slave : A true story (Fingerprint),Solomon Northup,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.5,35938.0,6.65,3
Dongri to Dubai: Six Decades of the Mumbai Mafia,S. Hussain Zaidi,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.4,2009.0,16.98,3
Man-eaters of Kumaon,Jim Corbett,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.6,386.0,6.65,3
"Dying To Be Me : My Journey from Cancer: My Journey from Cancer, to Near Death, to True Healing",Anita Moorjani,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.5,11236.0,12.03,3
ORU POLICE SURGEONTE ORMAKURIPPUKAL [ ഒരു പോലീസ് സർജൻ്റെ ഓർമ്മക്കുറിപ്പുകൾ ] [ 13th Edition : September 2019 ],Dr.B.UMADATHAN,"Biographies, Diaries & True Accounts",True Accounts,Paperback,4.5,1257.0,20.38,3
#Tatastories : 40 Timeless Tales to Inspire You,Harish Bhat,"Biographies, Diaries & True Accounts",True Accounts,Hardcover,4.7,1081.0,18.87,3
The 7 Habits of Highly Effective People: Infographics Edition: Powerful Lessons in Personal Change,Stephen R. Covey,Business & Economics,Analysis & Strategy,Kindle Edition,4.5,18213.0,6.64,4
The Psychology of Money,Morgan Housel,Business & Economics,Analysis & Strategy,Paperback,4.6,59634.0,13.34,4
Breakout Trading Made Easy: Maximize Your Profits with Simple Price Action Strategies,Sunil Gurjar,Business & Economics,Analysis & Strategy,Paperback,4.8,1408.0,14.51,4
"The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness",Morgan Housel,Business & Economics,Analysis & Strategy,Audible Audiobook,4.6,59634.0,32.41,4
